Country;Sub-commodity;Year;Production
Venezuela;Ferro-silicon;1986;50743.0
Yugoslavia;Ferro-chrome;1986;66022.0
Yugoslavia;Ferro-manganese;1986;39230.0
Argentina;Ferro-silicon;1987;23998.0
Australia;Ferro-manganese;1987;51000.0
Brazil;Ferro-molybdenum;1987;422.0
Czechoslovakia;Ferro-silico-manganese;1987;38000.0
Czechoslovakia;Silicon metal;1987;5000.0
France;Fe-Ti, Fe-W, Fe-Mo, Fe-V;1987;611.0
France;Ferro-chrome & ferro-silico-chrome;1987;55.0
France;Ferro-silico-manganese;1987;18441.0
France;Other ferro-alloys;1987;57446.0
German Democratic Rep;Other ferro-alloys;1987;15600.0
German Democratic Rep;Silicon metal;1987;3400.0
Hungary;Ferro-silicon;1987;9342.0
India;Ferro-chrome;1987;93944.0
India;Ferro-manganese;1987;173259.0
India;Silicon metal;1987;1445.0
Italy;Ferro-silico-manganese;1987;75192.0
Italy;Ferro-silicon;1987;47075.0
Japan;Ferro-manganese;1987;332286.0
Japan;Ferro-niobium;1987;714.0
Japan;Ferro-tungsten;1987;96.0
Korea (Rep. of);Ferro-silicon;1987;12646.0
Korea (Rep. of);Other ferro-alloys;1987;90382.0
Korea, Dem. P.R. of;Ferro-manganese;1987;70000.0
Norway;Silicon metal;1987;81460.0
Poland;Other ferro-alloys;1987;60000.0
Portugal;Ferro-silico-manganese;1987;8000.0
Romania;Ferro-chrome;1987;42000.0
South Africa;Ferro-manganese;1987;315110.0
Soviet Union;Ferro-phosphorus;1987;25000.0
Sweden;Silicon metal;1987;21145.0
Taiwan;Ferro-manganese;1987;16971.0
USA;Ferro-chrome;1987;104817.0
USA;Ferro-silicon;1987;324096.0
Venezuela;Ferro-silicon;1987;52188.0
Yugoslavia;Ferro-nickel;1987;9556.0
Australia;Ferro-manganese;1988;58000.0
Australia;Silicon metal;1988;8000.0
Belgium;Ferro-manganese;1988;95000.0
Brazil;Ferro-silicon;1988;267538.0
Chile;Ferro-manganese;1988;6899.0
China;Ferro-manganese;1988;309000.0
Colombia;Ferro-nickel;1988;41672.0
Finland;Ferro-chrome & ferro-silico-chrome;1988;154827.0
France;Ferro-silicon;1988;196000.0
France;Other ferro-alloys;1988;60000.0
German Democratic Rep;Other ferro-alloys;1988;13600.0
German Democratic Rep;Silicon metal;1988;3400.0
German Federal Republic;Ferro-silicon;1988;50000.0
German Federal Republic;Other ferro-alloys;1988;62000.0
Greece;Ferro-nickel;1988;50500.0
Hungary;Ferro-silicon;1988;10074.0
India;Ferro-silico-manganese;1988;52895.0
Italy;Ferro-manganese;1988;39449.0
Italy;Ferro-titanium & ferro-silico-titanium;1988;2636.0
Japan;Ferro-chrome;1988;304642.0
Japan;Ferro-molybdenum;1988;2656.0
Japan;Ferro-tungsten;1988;91.0
Korea (Rep. of);Ferro-manganese;1988;75924.0
Korea, Dem. P.R. of;Ferro-manganese;1988;70000.0
Korea, Dem. P.R. of;Other ferro-alloys;1988;20000.0
Mexico;Ferro-chrome;1988;9295.0
Mexico;Ferro-silico-manganese;1988;80223.0
Norway;Ferro-silicon;1988;382279.0
Philippines;Ferro-chrome;1988;73000.0
Poland;Spiegeleisen;1988;1078.0
South Africa;Ferro-silicon;1988;87247.0
Soviet Union;Ferro-silico-chrome;1988;100000.0
Spain;Ferro-chrome;1988;25400.0
Sweden;Silicon metal;1988;17059.0
Taiwan;Ferro-manganese;1988;25822.0
Taiwan;Ferro-silico-manganese;1988;30745.0
Thailand;Ferro-silico-manganese;1988;3532.0
USA;Ferro-phosphorus;1988;60220.0
USA;Ferro-silico-chrome;1988;10141.0
USA;Other ferro-alloys;1988;167803.0
Yugoslavia;Ferro-manganese;1988;45078.0
Yugoslavia;Ferro-silico-manganese;1988;46804.0
Zimbabwe;Ferro-chrome;1988;224000.0
Zimbabwe;Ferro-silico-chrome;1988;29000.0
Argentina;Ferro-silico-manganese;1989;21160.0
Brazil;Ferro-molybdenum;1989;332.0
Brazil;Ferro-nickel;1989;34997.0
Brazil;Ferro-phosphorus;1989;1928.0
Brazil;Ferro-silico-magnesium;1989;15864.0
Bulgaria;Ferro-manganese & ferro-silico-manganese;1989;30000.0
Bulgaria;Other ferro-alloys;1989;1000.0
Canada;Silicon metal;1989;30000.0
German Democratic Rep;Ferro-silicon;1989;25000.0
German Democratic Rep;Other ferro-alloys;1989;13000.0
German Federal Republic;Ferro-manganese & spiegeleisen;1989;305000.0
German Federal Republic;Other ferro-alloys;1989;66000.0
Italy;Silicon metal;1989;19000.0
Japan;Ferro-chrome;1989;333978.0
Japan;Ferro-tungsten;1989;77.0
Korea (Rep. of);Ferro-silicon;1989;4582.0
Mexico;Ferro-manganese;1989;168042.0
Mexico;Ferro-silico-manganese;1989;98852.0
New Caledonia;Ferro-nickel;1989;132261.0
Romania;Ferro-manganese;1989;80000.0
Romania;Ferro-silicon;1989;50000.0
South Africa;Ferro-manganese;1989;394045.0
South Africa;Ferro-silico-manganese;1989;258000.0
Soviet Union;Ferro-manganese;1989;1023100.0
Soviet Union;Ferro-nickel;1989;90000.0
Soviet Union;Other ferro-alloys;1989;160000.0
Soviet Union;Silicon metal;1989;65000.0
Spain;Ferro-chrome;1989;29000.0
Spain;Silicon metal;1989;11500.0
Turkey;Ferro-chrome;1989;59715.0
Turkey;Ferro-silicon;1989;4970.0
United Kingdom;Ferro-manganese;1989;142700.0
Yugoslavia;Ferro-silico-chrome;1989;3815.0
Yugoslavia;Ferro-silicon;1989;122153.0
Yugoslavia;Other ferro-alloys;1989;11199.0
Yugoslavia;Silicon metal;1989;15897.0
Zimbabwe;Ferro-manganese;1989;6250.0
Zimbabwe;Ferro-silico-chrome;1989;25000.0
Argentina;Ferro-silicon;1990;23641.0
Australia;Ferro-manganese;1990;70000.0
Australia;Silicon metal;1990;33000.0
Brazil;Ferro-calcium-silicon;1990;27520.0
Brazil;Ferro-silico-magnesium;1990;10340.0
Bulgaria;Other ferro-alloys;1990;1000.0
Chile;Ferro-chrome;1990;1868.0
Chile;Ferro-manganese;1990;3587.0
Colombia;Ferro-nickel;1990;43847.0
Dominican Republic;Ferro-nickel;1990;74009.0
France;Fe-Ti, Fe-W, Fe-Mo, Fe-V;1990;4300.0
German Democratic Rep;Other ferro-alloys;1990;12000.0
Greece;Ferro-chrome;1990;30345.0
Italy;Calcium silicide;1990;14000.0
Italy;Ferro-titanium & ferro-silico-titanium;1990;2000.0
Japan;Ferro-chrome;1990;303838.0
Japan;Ferro-silico-manganese;1990;77465.0
Japan;Ferro-vanadium;1990;3706.0
Korea (Rep. of);Other ferro-alloys;1990;101818.0
Norway;Ferro-manganese;1990;213266.0
Norway;Ferro-silico-manganese;1990;193411.0
Romania;Ferro-silico-manganese;1990;40000.0
South Africa;Ferro-manganese;1990;403559.0
South Africa;Ferro-silicon;1990;78150.0
Soviet Union;Ferro-phosphorus;1990;30000.0
Soviet Union;Other ferro-alloys;1990;160000.0
Soviet Union;Silicon metal;1990;65000.0
Spain;Ferro-chrome;1990;15000.0
Spain;Silicon metal;1990;9000.0
Switzerland;Silicon metal;1990;2000.0
USA;Other ferro-alloys;1990;137892.0
United Kingdom;Ferro-manganese;1990;143400.0
Yugoslavia;Ferro-chrome;1990;82687.0
Yugoslavia;Ferro-manganese;1990;31822.0
Yugoslavia;Ferro-nickel;1990;11850.0
Zimbabwe;Ferro-manganese;1990;1100.0
Argentina;Ferro-manganese;1991;26337.0
Australia;Ferro-silico-manganese;1991;74000.0
Chile;Ferro-molybdenum;1991;2673.0
Chile;Ferro-silico-manganese;1991;1676.0
Egypt;Ferro-silicon;1991;7900.0
France;Ferro-silicon;1991;105800.0
Germany;Other ferro-alloys;1991;40000.0
Iceland;Ferro-silicon;1991;47872.0
India;Silicon metal;1991;3136.0
Italy;Ferro-chrome;1991;47192.0
Italy;Ferro-silico-manganese;1991;103000.0
Italy;Silicon metal;1991;6000.0
Japan;Ferro-chrome;1991;278522.0
Japan;Ferro-niobium;1991;710.0
Japan;Ferro-vanadium;1991;3847.0
Japan;Other ferro-alloys;1991;3970.0
Korea, Dem. P.R. of;Ferro-manganese;1991;70000.0
Korea, Dem. P.R. of;Other ferro-alloys;1991;20000.0
Philippines;Ferro-chrome;1991;23730.0
Poland;Ferro-silicon;1991;80000.0
Romania;Ferro-manganese;1991;70000.0
Romania;Silicon metal;1991;4000.0
South Africa;Ferro-manganese;1991;259944.0
Soviet Union;Ferro-chrome;1991;700000.0
Soviet Union;Ferro-manganese;1991;605000.0
Soviet Union;Ferro-silico-chrome;1991;100000.0
Soviet Union;Ferro-silicon;1991;1600000.0
Soviet Union;Spiegeleisen;1991;15000.0
Spain;Ferro-silicon;1991;40000.0
Spain;Silicon metal;1991;9000.0
Sweden;Ferro-silicon;1991;18627.0
Thailand;Ferro-silico-manganese;1991;3938.0
Turkey;Ferro-chrome;1991;85693.0
Venezuela;Ferro-silico-manganese;1991;30590.0
Zimbabwe;Ferro-silico-chrome;1991;27755.0
Argentina;Other ferro-alloys;1992;3600.0
Australia;Ferro-manganese;1992;55000.0
Bosnia & Herzegovina;Ferro-silicon;1992;5000.0
Brazil;Ferro-niobium;1992;16303.0
Bulgaria;Other ferro-alloys;1992;2000.0
Canada;Ferro-silicon;1992;80000.0
China;Ferro-silicon;1992;834000.0
Czechoslovakia;Other ferro-alloys;1992;10000.0
France;Silicon metal;1992;66000.0
Georgia;Ferro-manganese;1992;100000.0
Georgia;Ferro-silico-manganese;1992;50000.0
India;Ferro-silico-manganese;1992;106000.0
India;Ferro-silicon;1992;87000.0
Italy;Ferro-titanium & ferro-silico-titanium;1992;1000.0
Italy;Silicon metal;1992;10000.0
Japan;Ferro-silico-manganese;1992;96360.0
Korea (Rep. of);Ferro-manganese;1992;85867.0
Korea (Rep. of);Ferro-silicon;1992;81996.0
Korea (Rep. of);Other ferro-alloys;1992;18198.0
Korea, Dem. P.R. of;Ferro-alloys;1992;120000.0
Mexico;Other ferro-alloys;1992;107.0
Philippines;Ferro-manganese;1992;5000.0
Romania;Ferro-chrome;1992;6977.0
Russia;Ferro-nickel;1992;46000.0
Russia;Ferro-silicon;1992;500000.0
Serbia and Montenegro;Ferro-nickel;1992;5000.0
Sweden;Ferro-silicon;1992;15451.0
Taiwan;Ferro-silicon;1992;2606.0
USA;Ferro-nickel;1992;18167.0
Ukraine;Other ferro-alloys;1992;40000.0
United Kingdom;Ferro-manganese;1992;136500.0
Venezuela;Ferro-silico-manganese;1992;32115.0
Venezuela;Ferro-silicon;1992;44552.0
Zimbabwe;Ferro-chrome;1992;190994.0
Austria;Ferro-vanadium;1993;5700.0
Brazil;Ferro-silico-magnesium;1993;10185.0
Brazil;Other ferro-alloys;1993;1941.0
Brazil;Silicon metal;1993;90379.0
Chile;Ferro-molybdenum;1993;2202.0
China;Other ferro-alloys;1993;258000.0
France;Ferro-silico-manganese;1993;76138.0
France;Other ferro-alloys;1993;29000.0
Georgia;Ferro-manganese;1993;10147.0
India;Ferro-molybdenum;1993;236.0
India;Ferro-silicon;1993;80000.0
Italy;Ferro-chrome;1993;53504.0
Italy;Ferro-silico-manganese;1993;96743.0
Japan;Ferro-nickel;1993;257316.0
Japan;Ferro-niobium;1993;1086.0
Japan;Ferro-silico-manganese;1993;64758.0
Korea (Rep. of);Other ferro-alloys;1993;2803.0
North Macedonia;Ferro-alloys;1993;78357.0
Philippines;Ferro-manganese;1993;5000.0
Poland;Other ferro-alloys;1993;3000.0
Romania;Ferro-silicon;1993;23560.0
Russia;Silicon metal;1993;50000.0
South Africa;Other ferro-alloys;1993;1000.0
Spain;Ferro-chrome;1993;2390.0
Spain;Ferro-manganese;1993;40000.0
Thailand;Ferro-silico-manganese;1993;1503.0
Argentina;Other ferro-alloys;1994;11817.0
Argentina;Silicon metal;1994;5000.0
Belgium;Ferro-manganese;1994;8000.0
Bhutan;Ferro-silicon;1994;2000.0
Brazil;Ferro-chrome;1994;77163.0
Brazil;Ferro-phosphorus;1994;707.0
Canada;Silicon metal;1994;30000.0
Chile;Ferro-manganese;1994;9620.0
France;Ferro-manganese & spiegeleisen;1994;384105.0
France;Other ferro-alloys;1994;19500.0
Germany;Ferro-chrome;1994;17283.0
India;Ferro-chrome;1994;245000.0
India;Ferro-molybdenum;1994;698.0
India;Ferro-silico-magnesium;1994;914.0
Indonesia;Ferro-nickel;1994;28725.0
Japan;Ferro-manganese;1994;345153.0
Japan;Ferro-nickel;1994;242447.0
Japan;Ferro-niobium;1994;868.0
Korea (Rep. of);Ferro-manganese;1994;120020.0
North Macedonia;Ferro-chrome;1994;3166.0
North Macedonia;Ferro-silicon;1994;58740.0
Norway;Other ferro-alloys;1994;14000.0
Philippines;Ferro-chrome;1994;16186.0
Poland;Other ferro-alloys;1994;2700.0
Romania;Ferro-chrome;1994;3885.0
Russia;Ferro-nickel;1994;59000.0
Serbia and Montenegro;Ferro-nickel;1994;1763.0
Slovenia;Ferro-chrome;1994;13412.0
Slovenia;Ferro-silicon;1994;12000.0
Spain;Ferro-manganese;1994;10180.0
Sweden;Ferro-chrome;1994;134076.0
USA;Ferro-chrome;1994;67361.0
Ukraine;Ferro-silico-manganese;1994;700000.0
Ukraine;Ferro-silicon;1994;277400.0
Argentina;Ferro-silico-manganese;1995;33507.0
Austria;Ferro-vanadium;1995;5400.0
Bosnia & Herzegovina;Ferro-silicon;1995;1000.0
Brazil;Ferro-manganese;1995;130207.0
Brazil;Ferro-nickel;1995;30591.0
Brazil;Ferro-silico-magnesium;1995;12894.0
Brazil;Ferro-silico-manganese;1995;167162.0
Canada;Ferro-silicon;1995;80000.0
China;Ferro-silicon;1995;1210000.0
Colombia;Ferro-nickel;1995;56972.0
Egypt;Other ferro-alloys;1995;45024.0
France;Ferro-silico-manganese;1995;71300.0
Georgia;Ferro-manganese;1995;12564.0
Georgia;Ferro-silico-manganese;1995;7588.0
Germany;Ferro-chrome;1995;21665.0
Germany;Other ferro-alloys;1995;30000.0
Iceland;Ferro-silicon;1995;70316.0
India;Ferro-silico-magnesium;1995;1214.0
India;Ferro-silico-manganese;1995;188000.0
Indonesia;Ferro-nickel;1995;53675.0
Japan;Ferro-tungsten;1995;120.0
Kazakhstan;Ferro-silicon;1995;255433.0
Korea (Rep. of);Other ferro-alloys;1995;3264.0
Romania;Ferro-manganese;1995;28410.0
Romania;Silicon metal;1995;300.0
Russia;Silicon metal;1995;40000.0
Russia;Spiegeleisen;1995;7000.0
Slovakia;Ferro-chrome;1995;65260.0
South Africa;Ferro-chrome;1995;1517100.0
Spain;Ferro-silicon;1995;33249.0
Spain;Silicon metal;1995;17780.0
Sweden;Ferro-chrome;1995;130170.0
Sweden;Ferro-silicon;1995;21970.0
USA;Ferro-nickel;1995;16800.0
USA;Silicon metal;1995;158000.0
Zimbabwe;Ferro-silico-chrome;1995;46667.0
Albania;Ferro-chrome;1996;31189.0
Argentina;Ferro-manganese;1996;7115.0
Brazil;Ferro-nickel;1996;29582.0
Brazil;Ferro-niobium;1996;21522.0
Bulgaria;Ferro-silicon;1996;8300.0
Canada;Ferro-niobium;1996;3400.0
Canada;Ferro-silicon;1996;80000.0
Chile;Ferro-molybdenum;1996;4222.0
China;Ferro-silicon;1996;1490000.0
Colombia;Ferro-nickel;1996;53549.0
France;Other ferro-alloys;1996;72000.0
Georgia;Ferro-manganese;1996;7612.0
Germany;Ferro-manganese;1996;10000.0
India;Ferro-chrome;1996;245000.0
India;Ferro-molybdenum;1996;368.0
India;Ferro-silico-chrome;1996;6427.0
India;Ferro-silico-manganese;1996;175000.0
Indonesia;Ferro-nickel;1996;48260.0
Korea (Rep. of);Ferro-manganese;1996;126135.0
Norway;Ferro-manganese;1996;131217.0
Norway;Silicon metal;1996;110000.0
Poland;Ferro-silico-manganese;1996;25000.0
Poland;Ferro-silicon;1996;71800.0
Romania;Ferro-chrome;1996;9650.0
Russia;Ferro-silicon;1996;496000.0
Slovenia;Ferro-chrome;1996;22819.0
South Africa;Ferro-manganese;1996;548458.0
South Africa;Ferro-silico-manganese;1996;294034.0
South Africa;Ferro-silicon;1996;87300.0
Taiwan;Ferro-manganese;1996;14059.0
USA;Ferro-chrome;1996;36789.0
USA;Ferro-nickel;1996;30500.0
USA;Other ferro-alloys;1996;194000.0
Ukraine;Ferro-silico-manganese;1996;601400.0
Zimbabwe;Ferro-chrome;1996;261918.0
Albania;Ferro-chrome;1997;31454.0
Australia;Ferro-silico-manganese;1997;85629.0
Australia;Silicon metal;1997;31000.0
Brazil;Ferro-manganese;1997;152530.0
Brazil;Ferro-niobium;1997;25475.0
Brazil;Other ferro-alloys;1997;1046.0
Brazil;Silicon metal;1997;136884.0
Canada;Silicon metal;1997;30000.0
Chile;Ferro-silico-manganese;1997;3175.0
China;Ferro-silico-manganese;1997;770000.0
Czech Republic;Ferro-vanadium;1997;2000.0
Georgia;Other ferro-alloys;1997;39.0
Germany;Ferro-chrome;1997;25856.0
Germany;Silicon metal;1997;20599.0
Iceland;Ferro-silicon;1997;70286.0
India;Ferro-chrome;1997;344000.0
India;Ferro-silico-magnesium;1997;1429.0
Iran;Ferro-chrome;1997;11730.0
Japan;Ferro-silico-manganese;1997;78323.0
Kazakhstan;Ferro-silico-chrome;1997;48462.0
Korea (Rep. of);Other ferro-alloys;1997;2174.0
Poland;Ferro-silicon;1997;77258.0
Romania;Ferro-silico-manganese;1997;62570.0
Romania;Silicon metal;1997;300.0
Russia;Ferro-silicon;1997;498000.0
Slovakia;Ferro-silico-manganese;1997;45159.0
Spain;Ferro-chrome;1997;490.0
USA;Ferro-nickel;1997;32100.0
Ukraine;Ferro-manganese;1997;307700.0
Ukraine;Ferro-silicon;1997;288200.0
Argentina;Ferro-manganese;1998;5000.0
Australia;Silicon metal;1998;30000.0
Austria;Ferro-molybdenum;1998;4900.0
Brazil;Ferro-chrome;1998;65683.0
Brazil;Other ferro-alloys;1998;1170.0
Bulgaria;Ferro-silicon;1998;8000.0
Chile;Ferro-chrome;1998;2000.0
Chile;Ferro-molybdenum;1998;1978.0
China;Ferro-rare earth;1998;7928.0
China;Ferro-titanium;1998;1238.0
Georgia;Ferro-manganese;1998;10312.0
Georgia;Other ferro-alloys;1998;3446.0
Germany;Silicon metal;1998;19200.0
Greece;Ferro-nickel;1998;62673.0
Iceland;Ferro-silicon;1998;67784.0
Indonesia;Ferro-nickel;1998;42260.0
Iran;Ferro-silicon;1998;47224.0
Italy;Ferro-chrome;1998;11487.0
Italy;Silicon metal;1998;8094.0
Japan;Ferro-manganese;1998;334081.0
Japan;Ferro-silicon;1998;951.0
Korea (Rep. of);Other ferro-alloys;1998;2785.0
Mexico;Ferro-manganese;1998;86701.0
Mexico;Ferro-silico-manganese;1998;104650.0
Norway;Ferro-silico-manganese;1998;206749.0
Norway;Other ferro-alloys;1998;38130.0
Russia;Ferro-manganese;1998;78800.0
Russia;Spiegeleisen;1998;7000.0
Serbia and Montenegro;Ferro-nickel;1998;1215.0
Taiwan;Ferro-manganese;1998;12532.0
USA;Silicon metal;1998;188000.0
Zimbabwe;Ferro-chrome;1998;246782.0
Argentina;Ferro-manganese;1999;2000.0
Argentina;Ferro-silicon;1999;2600.0
Austria;Ferro-nickel;1999;2600.0
Belgium;Ferro-molybdenum;1999;5300.0
Brazil;Ferro-manganese;1999;85260.0
Brazil;Ferro-niobium;1999;28557.0
Canada;Ferro-niobium;1999;3500.0
Canada;Ferro-silicon;1999;70000.0
China;Ferro-rare earth;1999;8980.0
China;Ferro-titanium;1999;3642.0
China;Ferro-vanadium;1999;18767.0
China;Other ferro-alloys;1999;1354000.0
Colombia;Ferro-nickel;1999;65900.0
Czech Republic;Ferro-vanadium;1999;2000.0
Egypt;Ferro-silicon;1999;55000.0
Georgia;Ferro-silico-manganese;1999;26249.0
Georgia;Other ferro-alloys;1999;4856.0
Germany;Other ferro-alloys;1999;30000.0
India;Ferro-silicon;1999;56286.0
Japan;Ferro-chrome;1999;119777.0
Japan;Ferro-tungsten;1999;43.0
Kazakhstan;Ferro-silicon;1999;140263.0
Korea (Rep. of);Ferro-silico-manganese;1999;116091.0
Korea, Dem. P.R. of;Ferro-alloys;1999;10000.0
Mexico;Ferro-silico-manganese;1999;113916.0
Norway;Ferro-manganese;1999;124000.0
Poland;Ferro-manganese;1999;57.0
Romania;Ferro-silico-manganese;1999;550.0
Russia;Other ferro-alloys;1999;40000.0
Russia;Spiegeleisen;1999;7000.0
Slovakia;Ferro-silicon;1999;70000.0
Slovenia;Ferro-chrome;1999;560.0
Slovenia;Ferro-silicon;1999;8000.0
South Africa;Ferro-silicon;1999;105998.0
South Africa;Ferro-vanadium;1999;9000.0
Spain;Ferro-silico-manganese;1999;95000.0
Spain;Ferro-silicon;1999;42000.0
Turkey;Ferro-silico-chrome;1999;6340.0
Turkey;Ferro-silicon;1999;620.0
USA;Silicon metal;1999;186000.0
Zimbabwe;Ferro-chrome;1999;248395.0
Austria;Ferro-molybdenum;2000;4700.0
Austria;Ferro-nickel;2000;3300.0
Brazil;Ferro-silico-manganese;2000;171304.0
Brazil;Silicon metal;2000;166344.0
Canada;Ferro-niobium;2000;3300.0
Chile;Ferro-manganese;2000;4011.0
Chile;Ferro-molybdenum;2000;1454.0
China;Ferro-molybdenum;2000;167.0
China;Ferro-rare earth;2000;2951.0
China;Ferro-tungsten;2000;8253.0
Colombia;Ferro-nickel;2000;64500.0
Finland;Ferro-chrome;2000;260605.0
France;Silicon metal;2000;94127.0
Greece;Ferro-nickel;2000;81662.0
Iceland;Ferro-silicon;2000;108288.0
India;Ferro-chrome;2000;382339.0
India;Ferro-manganese;2000;170362.0
India;Ferro-molybdenum;2000;1881.0
India;Ferro-silico-magnesium;2000;2460.0
India;Ferro-silico-manganese;2000;276008.0
Indonesia;Ferro-nickel;2000;50500.0
Italy;Ferro-silico-manganese;2000;100000.0
Japan;Ferro-molybdenum;2000;3699.0
Japan;Ferro-vanadium;2000;4108.0
Japan;Other ferro-alloys;2000;7171.0
Kazakhstan;Other ferro-alloys;2000;630.0
Korea (Rep. of);Other ferro-alloys;2000;4676.0
Mexico;Ferro-manganese;2000;90501.0
Mexico;Ferro-silico-manganese;2000;107922.0
Romania;Ferro-silicon;2000;8309.0
Russia;Ferro-nickel;2000;35000.0
Slovakia;Ferro-silico-manganese;2000;52141.0
South Africa;Ferro-vanadium;2000;11000.0
Taiwan;Ferro-silicon;2000;2975.0
Turkey;Ferro-chrome;2000;97240.0
Ukraine;Ferro-nickel;2000;10800.0
Venezuela;Ferro-silico-manganese;2000;69735.0
Albania;Ferro-chrome;2001;19500.0
Argentina;Silicon metal;2001;8000.0
Australia;Ferro-manganese;2001;124586.0
Austria;Ferro-molybdenum;2001;4900.0
Bhutan;Ferro-silicon;2001;16000.0
Brazil;Ferro-chrome;2001;84428.0
Brazil;Ferro-silico-magnesium;2001;11032.0
Canada;Ferro-niobium;2001;4600.0
Canada;Ferro-silicon;2001;56000.0
China;Ferro-chrome;2001;340637.0
Egypt;Other ferro-alloys;2001;7912.0
France;Ferro-manganese & spiegeleisen;2001;414200.0
France;Silicon metal;2001;89896.0
Germany;Other ferro-alloys;2001;30000.0
Germany;Silicon metal;2001;27739.0
India;Ferro-chrome;2001;302109.0
India;Ferro-manganese;2001;206624.0
India;Ferro-silico-manganese;2001;235730.0
Italy;Ferro-silico-manganese;2001;100000.0
Japan;Ferro-chrome;2001;111167.0
Korea, Dem. P.R. of;Ferro-alloys;2001;10000.0
Mexico;Ferro-manganese;2001;60014.0
Mexico;Ferro-silico-manganese;2001;74290.0
Norway;Other ferro-alloys;2001;47600.0
Poland;Ferro-silico-manganese;2001;20007.0
Romania;Ferro-silicon;2001;5823.0
Russia;Ferro-silicon;2001;707000.0
Russia;Other ferro-alloys;2001;35000.0
Slovakia;Ferro-chrome;2001;5968.0
South Africa;Ferro-chrome;2001;2141008.0
South Africa;Silicon metal;2001;39440.0
Spain;Ferro-silicon;2001;53427.0
Venezuela;Ferro-silico-manganese;2001;56640.0
Zimbabwe;Ferro-chrome;2001;249841.0
Austria;Ferro-nickel;2002;2150.0
Brazil;Ferro-manganese;2002;156435.0
Brazil;Ferro-silico-magnesium;2002;14552.0
Brazil;Ferro-silico-manganese;2002;182731.0
Brazil;Other ferro-alloys;2002;25300.0
Bulgaria;Ferro-silicon;2002;8000.0
India;Ferro-chrome;2002;380528.0
India;Other ferro-alloys;2002;366.0
Indonesia;Ferro-silico-manganese;2002;7000.0
Iran;Ferro-chrome;2002;2300.0
Iran;Ferro-silicon;2002;41663.0
Mexico;Ferro-manganese;2002;38532.0
Russia;Ferro-chrome;2002;231790.0
Russia;Ferro-manganese;2002;105000.0
Russia;Other ferro-alloys;2002;30000.0
South Africa;Ferro-manganese;2002;618954.0
Sweden;Ferro-chrome;2002;118800.0
Turkey;Ferro-silico-chrome;2002;7245.0
USA;Ferro-silicon;2002;181832.0
Australia;Silicon metal;2003;30000.0
Austria;Ferro-nickel;2003;2000.0
Austria;Ferro-vanadium;2003;5300.0
Bhutan;Ferro-silicon;2003;21000.0
Brazil;Ferro-niobium;2003;37303.0
Bulgaria;Ferro-silicon;2003;8000.0
Colombia;Ferro-nickel;2003;108100.0
Eswatini (Swaziland);Ferro-vanadium;2003;1011.0
France;Ferro-silico-manganese;2003;60700.0
France;Ferro-silicon;2003;100000.0
Georgia;Ferro-manganese;2003;12425.0
Georgia;Ferro-silico-manganese;2003;50932.0
Greece;Ferro-nickel;2003;90000.0
India;Ferro-aluminium;2003;5169.0
India;Ferro-chrome;2003;525824.0
India;Ferro-molybdenum;2003;2949.0
Italy;Ferro-manganese;2003;25000.0
Japan;Ferro-nickel;2003;369099.0
Japan;Ferro-tungsten;2003;12.0
Kazakhstan;Ferro-silico-chrome;2003;98134.0
Kazakhstan;Ferro-silico-manganese;2003;178924.0
North Macedonia;Ferro-silicon;2003;49905.0
Norway;Silicon metal;2003;150000.0
Poland;Ferro-silico-manganese;2003;5000.0
Poland;Other ferro-alloys;2003;188.0
Russia;Ferro-manganese;2003;101000.0
Russia;Ferro-silicon;2003;702000.0
Slovenia;Ferro-silicon;2003;12000.0
South Africa;Ferro-manganese;2003;607362.0
Turkey;Ferro-chrome;2003;35393.0
Venezuela;Ferro-manganese;2003;12000.0
Argentina;Ferro-silicon;2004;10000.0
Armenia;Ferro-molybdenum;2004;2700.0
Australia;Silicon metal;2004;30000.0
Austria;Ferro-nickel;2004;1900.0
Brazil;Ferro-silico-manganese;2004;285629.0
Canada;Ferro-niobium;2004;5300.0
Chile;Ferro-molybdenum;2004;5762.0
Czech Republic;Ferro-vanadium;2004;3400.0
France;Ferro-manganese & spiegeleisen;2004;110072.0
France;Ferro-silico-manganese;2004;64100.0
France;Ferro-silicon;2004;87000.0
France;Silicon metal;2004;85000.0
Georgia;Ferro-silico-manganese;2004;93830.0
Greece;Ferro-nickel;2004;90600.0
India;Ferro-chrome;2004;594994.0
India;Ferro-manganese;2004;270234.0
Indonesia;Ferro-silico-manganese;2004;7000.0
Iran;Ferro-chrome;2004;7750.0
Kazakhstan;Ferro-silico-manganese;2004;155324.0
Korea (Rep. of);Ferro-manganese;2004;165525.0
North Macedonia;Ferro-nickel;2004;5313.0
Norway;Ferro-silicon;2004;389599.0
Norway;Other ferro-alloys;2004;60000.0
Poland;Ferro-silico-manganese;2004;29600.0
Russia;Ferro-silicon;2004;720000.0
Russia;Spiegeleisen;2004;7000.0
USA;Ferro-silicon;2004;170592.0
USA;Silicon metal;2004;144489.0
Ukraine;Spiegeleisen;2004;5000.0
Zimbabwe;Ferro-silico-chrome;2004;987.0
Brazil;Ferro-nickel;2005;21200.0
Brazil;Other ferro-alloys;2005;42588.0
China;Other ferro-alloys;2005;9798000.0
France;Ferro-silicon;2005;67000.0
Georgia;Ferro-silico-manganese;2005;109414.0
