Country;Sub-commodity;Year;Production
USA;Ferro-chrome;1983;18078.0
USA;Ferro-silico-chrome;1983;14942.0
USA;Ferro-silicon;1983;284958.0
United Kingdom;Ferro-manganese;1983;82800.0
Venezuela;Ferro-silicon;1983;46636.0
Yugoslavia;Ferro-nickel;1983;3000.0
Zimbabwe;Ferro-manganese;1983;2085.0
Albania;Ferro-chrome;1984;40000.0
Argentina;Ferro-manganese;1984;28016.0
Argentina;Ferro-silico-manganese;1984;13336.0
Australia;Ferro-silico-manganese;1984;31795.0
Brazil;Ferro-calcium-silicon;1984;17755.0
Brazil;Other ferro-alloys;1984;494.0
Canada;Ferro-manganese;1984;116000.0
China;Ferro-chrome;1984;120000.0
China;Ferro-manganese;1984;490000.0
Dominican Republic;Ferro-nickel;1984;63966.0
Egypt;Ferro-silicon;1984;7500.0
Finland;Other ferro-alloys;1984;52000.0
France;Fe-Ti, Fe-W, Fe-Mo, Fe-V;1984;5476.0
German Democratic Rep;Ferro-silicon;1984;23000.0
German Democratic Rep;Other ferro-alloys;1984;15250.0
German Federal Republic;Other ferro-alloys;1984;54000.0
Italy;Ferro-chrome;1984;49942.0
Japan;Ferro-vanadium;1984;3733.0
Korea (Rep. of);Ferro-manganese;1984;58600.0
Korea (Rep. of);Ferro-silicon;1984;35300.0
Korea (Rep. of);Other ferro-alloys;1984;50215.0
Norway;Ferro-silico-manganese;1984;280953.0
Poland;Silicon metal;1984;10000.0
Portugal;Ferro-tungsten;1984;183.0
Romania;Ferro-manganese;1984;87000.0
Romania;Ferro-silico-manganese;1984;41000.0
Romania;Silicon metal;1984;4100.0
South Africa;Ferro-chrome;1984;889203.0
South Africa;Ferro-silicon;1984;89414.0
South Africa;Other ferro-alloys;1984;300.0
South Africa;Silicon metal;1984;34775.0
Soviet Union;Silicon metal;1984;60000.0
Soviet Union;Spiegeleisen;1984;20000.0
Sweden;Ferro-silico-chrome;1984;30633.0
Austria;Ferro-alloys;1985;13000.0
Bulgaria;Ferro-manganese & ferro-silico-manganese;1985;30000.0
Bulgaria;Ferro-silicon;1985;10000.0
Chile;Ferro-manganese;1985;6516.0
Chile;Ferro-silicon;1985;4501.0
China;Other ferro-alloys;1985;75000.0
Czechoslovakia;Ferro-silico-manganese;1985;31000.0
Czechoslovakia;Ferro-silicon;1985;20765.0
Finland;Ferro-chrome & ferro-silico-chrome;1985;133350.0
German Federal Republic;Other ferro-alloys;1985;56000.0
India;Ferro-manganese;1985;166042.0
India;Ferro-silico-manganese;1985;13544.0
Italy;Ferro-silico-manganese;1985;64858.0
Italy;Silicon metal;1985;17812.0
Japan;Ferro-manganese;1985;441703.0
Norway;Ferro-manganese;1985;267670.0
Philippines;Ferro-silicon;1985;20000.0
Portugal;Ferro-manganese;1985;48000.0
South Africa;Ferro-manganese;1985;331302.0
South Africa;Ferro-silico-manganese;1985;237864.0
Soviet Union;Ferro-silico-chrome;1985;12000.0
Soviet Union;Ferro-silico-manganese;1985;190000.0
Spain;Other ferro-alloys;1985;4000.0
Sweden;Ferro-silico-chrome;1985;26243.0
Taiwan;Ferro-silicon;1985;17272.0
Turkey;Ferro-silicon;1985;6900.0
USA;Ferro-phosphorus;1985;56211.0
Venezuela;Ferro-silico-manganese;1985;24109.0
Venezuela;Ferro-silicon;1985;60583.0
Zimbabwe;Ferro-silico-chrome;1985;29707.0
Belgium;Ferro-manganese;1986;87000.0
Brazil;Ferro-chrome;1986;109392.0
Brazil;Ferro-manganese;1986;164093.0
Brazil;Ferro-phosphorus;1986;1496.0
Brazil;Ferro-silico-manganese;1986;177568.0
Chile;Ferro-manganese;1986;6225.0
Czechoslovakia;Silicon metal;1986;5000.0
Finland;Other ferro-alloys;1986;53000.0
German Federal Republic;Ferro-silicon;1986;50000.0
Hungary;Other ferro-alloys;1986;2000.0
Iceland;Ferro-silicon;1986;66787.0
India;Ferro-silicon;1986;50096.0
Indonesia;Ferro-nickel;1986;22554.0
Italy;Ferro-chrome;1986;55939.0
Italy;Ferro-silicon;1986;62799.0
Italy;Silicon metal;1986;18904.0
Italy;Spiegeleisen;1986;1151.0
Korea (Rep. of);Ferro-manganese;1986;53721.0
Norway;Ferro-silicon;1986;335041.0
Philippines;Ferro-chrome;1986;55000.0
Poland;Other ferro-alloys;1986;60000.0
Poland;Silicon metal;1986;10500.0
South Africa;Ferro-manganese;1986;337213.0
South Africa;Ferro-silico-manganese;1986;270521.0
South Africa;Silicon metal;1986;34954.0
Soviet Union;Spiegeleisen;1986;20000.0
Spain;Ferro-silico-manganese;1986;35000.0
Sweden;Ferro-chrome;1986;126388.0
Sweden;Ferro-molybdenum;1986;16.0
Switzerland;Ferro-silicon;1986;3000.0
Taiwan;Ferro-silicon;1986;20456.0
Turkey;Ferro-chrome;1986;50000.0
USA;Ferro-phosphorus;1986;52750.0
USA;Ferro-silicon;1986;307936.0
Yugoslavia;Ferro-silicon;1986;99625.0
Zimbabwe;Ferro-manganese;1986;8029.0
Albania;Ferro-chrome;1987;46000.0
Brazil;Ferro-nickel;1987;35496.0
Brazil;Ferro-titanium;1987;80.0
Brazil;Silicon metal;1987;39982.0
Bulgaria;Other ferro-alloys;1987;1000.0
Canada;Silicon metal;1987;30000.0
Chile;Ferro-silico-manganese;1987;1232.0
Chile;Ferro-silicon;1987;4655.0
China;Ferro-silicon;1987;591200.0
Czechoslovakia;Ferro-silicon;1987;21030.0
Egypt;Ferro-silicon;1987;7702.0
German Federal Republic;Ferro-manganese & ferro-silico-manganese;1987;25000.0
German Federal Republic;Ferro-silicon;1987;40000.0
Greece;Ferro-chrome;1987;43287.0
India;Ferro-silicon;1987;50747.0
India;Other ferro-alloys;1987;528.0
Italy;Calcium silicide;1987;17097.0
Italy;Ferro-manganese;1987;36536.0
Italy;Spiegeleisen;1987;491.0
Japan;Ferro-silico-manganese;1987;91896.0
Korea, Dem. P.R. of;Other ferro-alloys;1987;20000.0
Norway;Other ferro-alloys;1987;21540.0
Poland;Ferro-manganese & ferro-silico-manganese;1987;4800.0
Romania;Ferro-manganese;1987;81000.0
Romania;Ferro-silico-manganese;1987;39000.0
South Africa;Ferro-silico-manganese;1987;281790.0
South Africa;Other ferro-alloys;1987;1000.0
Soviet Union;Ferro-silico-manganese;1987;1300000.0
Soviet Union;Ferro-silicon;1987;1867400.0
Spain;Ferro-manganese;1987;50000.0
Spain;Ferro-silico-manganese;1987;35000.0
Spain;Other ferro-alloys;1987;5000.0
Sweden;Ferro-silicon;1987;19949.0
Thailand;Ferro-silico-manganese;1987;3346.0
Turkey;Ferro-silicon;1987;4400.0
USA;Ferro-manganese;1987;102462.0
USA;Ferro-phosphorus;1987;36458.0
Venezuela;Ferro-silico-manganese;1987;28000.0
Yugoslavia;Other ferro-alloys;1987;8071.0
Yugoslavia;Silicon metal;1987;31915.0
Argentina;Ferro-manganese;1988;19737.0
Argentina;Other ferro-alloys;1988;5952.0
Australia;Ferro-silico-manganese;1988;44000.0
Austria;Ferro-alloys;1988;20000.0
Brazil;Ferro-titanium;1988;549.0
Brazil;Other ferro-alloys;1988;926.0
Canada;Ferro-silicon;1988;111622.0
Canada;Silicon metal;1988;30000.0
Chile;Ferro-silicon;1988;5686.0
China;Ferro-silico-manganese;1988;220000.0
Egypt;Ferro-silicon;1988;7806.0
France;Ferro-chrome & ferro-silico-chrome;1988;12000.0
France;Silicon metal;1988;70000.0
German Democratic Rep;Ferro-chrome;1988;22000.0
German Democratic Rep;Ferro-manganese & ferro-silico-manganese;1988;67000.0
Greece;Ferro-chrome;1988;44147.0
India;Ferro-silico-chrome;1988;2769.0
India;Other ferro-alloys;1988;445.0
India;Silicon metal;1988;686.0
Indonesia;Ferro-nickel;1988;26852.0
Italy;Ferro-chrome;1988;77123.0
Italy;Silicon metal;1988;18000.0
Japan;Ferro-calcium-silicon;1988;1360.0
Japan;Ferro-silico-manganese;1988;106970.0
Mexico;Ferro-manganese;1988;165487.0
Norway;Ferro-manganese;1988;231903.0
Poland;Silicon metal;1988;10000.0
Portugal;Ferro-silico-manganese;1988;5000.0
Romania;Ferro-silico-manganese;1988;40000.0
Romania;Ferro-silicon;1988;50000.0
Romania;Silicon metal;1988;4500.0
Soviet Union;Ferro-chrome;1988;1050000.0
Soviet Union;Other ferro-alloys;1988;160000.0
Soviet Union;Silicon metal;1988;65000.0
Spain;Ferro-silicon;1988;36000.0
Sweden;Ferro-chrome;1988;143055.0
Sweden;Ferro-silicon;1988;20622.0
Turkey;Ferro-chrome;1988;54030.0
USA;Ferro-chrome;1988;109504.0
USA;Silicon metal;1988;149094.0
Yugoslavia;Ferro-nickel;1988;15047.0
Yugoslavia;Silicon metal;1988;25830.0
Zimbabwe;Ferro-manganese;1988;2620.0
Argentina;Other ferro-alloys;1989;5805.0
Argentina;Silicon metal;1989;10000.0
Australia;Ferro-silico-manganese;1989;55000.0
Australia;Ferro-silicon;1989;20000.0
Brazil;Ferro-niobium;1989;16378.0
Brazil;Ferro-silico-manganese;1989;208262.0
Brazil;Ferro-silicon;1989;286994.0
Brazil;Ferro-titanium;1989;430.0
Brazil;Other ferro-alloys;1989;1414.0
Canada;Ferro-manganese;1989;185000.0
Chile;Ferro-chrome;1989;2840.0
China;Ferro-chrome;1989;180000.0
Czechoslovakia;Ferro-chrome;1989;29844.0
Czechoslovakia;Ferro-manganese;1989;63518.0
Dominican Republic;Ferro-nickel;1989;85424.0
France;Other ferro-alloys;1989;42500.0
German Democratic Rep;Ferro-chrome;1989;22000.0
German Democratic Rep;Silicon metal;1989;3000.0
Hungary;Ferro-silicon;1989;10224.0
Hungary;Silicon metal;1989;2000.0
India;Ferro-chrome;1989;133522.0
Indonesia;Ferro-nickel;1989;26058.0
Italy;Ferro-chrome;1989;81331.0
Japan;Ferro-molybdenum;1989;2784.0
Japan;Ferro-niobium;1989;737.0
Japan;Ferro-silico-manganese;1989;122192.0
Japan;Ferro-vanadium;1989;3127.0
Japan;Other ferro-alloys;1989;3578.0
Norway;Ferro-silico-manganese;1989;243816.0
Philippines;Ferro-silicon;1989;9000.0
Poland;Ferro-chrome;1989;28222.0
Poland;Ferro-manganese;1989;90267.0
Poland;Ferro-silicon;1989;83210.0
Poland;Silicon metal;1989;10000.0
Romania;Silicon metal;1989;4400.0
South Africa;Silicon metal;1989;36301.0
Soviet Union;Ferro-chrome;1989;828000.0
Soviet Union;Ferro-silico-chrome;1989;100000.0
Spain;Ferro-manganese;1989;50000.0
Spain;Ferro-silico-manganese;1989;40000.0
Spain;Ferro-silicon;1989;38000.0
Sweden;Ferro-chrome;1989;133984.0
Sweden;Silicon metal;1989;13421.0
USA;Ferro-nickel;1989;682.0
USA;Ferro-silico-chrome;1989;8847.0
USA;Ferro-silicon;1989;475255.0
Venezuela;Ferro-silico-manganese;1989;32387.0
Yugoslavia;Ferro-chrome;1989;90429.0
Argentina;Ferro-silico-manganese;1990;21805.0
Brazil;Ferro-manganese;1990;170504.0
Brazil;Ferro-niobium;1990;16643.0
Brazil;Ferro-phosphorus;1990;1278.0
Brazil;Ferro-silicon;1990;229408.0
Brazil;Ferro-titanium;1990;125.0
Canada;Ferro-silicon;1990;110000.0
China;Ferro-manganese;1990;480000.0
China;Ferro-silico-manganese;1990;370000.0
Czechoslovakia;Ferro-chrome;1990;31866.0
German Democratic Rep;Silicon metal;1990;3000.0
Hungary;Silicon metal;1990;2000.0
Italy;Ferro-chrome;1990;53103.0
Italy;Silicon metal;1990;13000.0
Korea, Dem. P.R. of;Ferro-silicon;1990;30000.0
Mexico;Ferro-silicon;1990;6998.0
Mexico;Other ferro-alloys;1990;87.0
Norway;Ferro-silicon;1990;460431.0
Poland;Silicon metal;1990;10000.0
Poland;Spiegeleisen;1990;140.0
Romania;Ferro-silicon;1990;50000.0
Romania;Silicon metal;1990;4000.0
Soviet Union;Ferro-chrome;1990;700000.0
Spain;Ferro-silicon;1990;37500.0
Taiwan;Ferro-silico-manganese;1990;20587.0
USA;Silicon metal;1990;140792.0
Yugoslavia;Ferro-silico-chrome;1990;4199.0
Yugoslavia;Other ferro-alloys;1990;10462.0
Argentina;Other ferro-alloys;1991;5400.0
Argentina;Silicon metal;1991;10000.0
Austria;Ferro-alloys;1991;12000.0
Brazil;Ferro-nickel;1991;34069.0
Brazil;Ferro-phosphorus;1991;864.0
Brazil;Other ferro-alloys;1991;191.0
Chile;Ferro-manganese;1991;6779.0
China;Ferro-silico-manganese;1991;415000.0
China;Ferro-silicon;1991;817000.0
China;Other ferro-alloys;1991;258000.0
Czechoslovakia;Ferro-silicon;1991;15000.0
Dominican Republic;Ferro-nickel;1991;74813.0
France;Silicon metal;1991;63600.0
Germany;Ferro-chrome;1991;33650.0
India;Other ferro-alloys;1991;6770.0
Korea (Rep. of);Ferro-manganese;1991;94893.0
Mexico;Ferro-manganese;1991;147259.0
Mexico;Ferro-silicon;1991;5836.0
Mexico;Other ferro-alloys;1991;105.0
Philippines;Ferro-silicon;1991;10000.0
Poland;Ferro-chrome;1991;1300.0
Poland;Ferro-manganese & ferro-silico-manganese;1991;30000.0
Poland;Silicon metal;1991;9000.0
Soviet Union;Ferro-phosphorus;1991;31000.0
Spain;Ferro-chrome;1991;6000.0
Spain;Ferro-manganese;1991;50000.0
Taiwan;Ferro-manganese;1991;40110.0
Taiwan;Ferro-silicon;1991;6252.0
United Kingdom;Ferro-manganese;1991;178400.0
Yugoslavia;Ferro-manganese;1991;20000.0
Yugoslavia;Ferro-nickel;1991;11775.0
Yugoslavia;Other ferro-alloys;1991;9000.0
Yugoslavia;Silicon metal;1991;10000.0
Argentina;Ferro-manganese;1992;4524.0
Argentina;Ferro-silico-manganese;1992;30790.0
Australia;Ferro-silicon;1992;17000.0
Brazil;Ferro-manganese;1992;178937.0
Brazil;Ferro-nickel;1992;33470.0
Brazil;Other ferro-alloys;1992;108.0
Chile;Ferro-manganese;1992;7460.0
Chile;Ferro-molybdenum;1992;2310.0
Croatia;Ferro-manganese;1992;10000.0
Czechoslovakia;Ferro-silicon;1992;15000.0
Finland;Ferro-chrome & ferro-silico-chrome;1992;196870.0
France;Ferro-chrome & ferro-silico-chrome;1992;6694.0
France;Other ferro-alloys;1992;32000.0
Greece;Ferro-nickel;1992;73429.0
Iceland;Ferro-silicon;1992;54413.0
India;Ferro-chrome;1992;256000.0
India;Ferro-molybdenum;1992;9.0
India;Ferro-silico-chrome;1992;5888.0
India;Silicon metal;1992;1513.0
Italy;Ferro-manganese;1992;27795.0
Italy;Ferro-silicon;1992;3350.0
Japan;Ferro-molybdenum;1992;3261.0
Japan;Ferro-nickel;1992;237350.0
Japan;Other ferro-alloys;1992;4933.0
North Macedonia;Ferro-alloys;1992;107866.0
Norway;Silicon metal;1992;72782.0
Poland;Ferro-chrome;1992;38449.0
Slovenia;Ferro-chrome;1992;17623.0
South Africa;Ferro-manganese;1992;269807.0
South Africa;Ferro-silico-manganese;1992;267000.0
South Africa;Ferro-silicon;1992;63892.0
South Africa;Silicon metal;1992;34528.0
Spain;Ferro-manganese;1992;50000.0
Spain;Ferro-silico-manganese;1992;40000.0
Spain;Other ferro-alloys;1992;5000.0
Taiwan;Ferro-silico-manganese;1992;3991.0
Turkey;Ferro-silicon;1992;1250.0
Ukraine;Ferro-silico-manganese;1992;1000000.0
Argentina;Ferro-manganese;1993;5446.0
Argentina;Ferro-silicon;1993;10627.0
Argentina;Silicon metal;1993;10000.0
Australia;Ferro-silico-manganese;1993;75000.0
Australia;Silicon metal;1993;30000.0
Bosnia & Herzegovina;Ferro-silicon;1993;1000.0
Bosnia & Herzegovina;Silicon metal;1993;200.0
Brazil;Ferro-calcium-silicon;1993;28355.0
Brazil;Ferro-phosphorus;1993;250.0
Brazil;Ferro-silico-chrome;1993;4128.0
Bulgaria;Ferro-silicon;1993;18000.0
Chile;Ferro-chrome;1993;680.0
Colombia;Ferro-nickel;1993;48232.0
Egypt;Other ferro-alloys;1993;40122.0
Finland;Ferro-chrome & ferro-silico-chrome;1993;195063.0
France;Ferro-silicon;1993;83663.0
Georgia;Ferro-silico-manganese;1993;17006.0
India;Ferro-chrome;1993;258000.0
Indonesia;Ferro-nickel;1993;27000.0
Italy;Ferro-manganese;1993;24573.0
Japan;Ferro-manganese;1993;382912.0
Japan;Ferro-silicon;1993;29084.0
Kazakhstan;Ferro-silico-chrome;1993;36235.0
Norway;Ferro-chrome;1993;80000.0
Norway;Ferro-manganese;1993;200000.0
Norway;Ferro-silico-manganese;1993;210000.0
Poland;Ferro-manganese;1993;57500.0
Russia;Ferro-chrome;1993;255900.0
South Africa;Ferro-silicon;1993;98843.0
Turkey;Ferro-chrome;1993;90030.0
USA;Ferro-nickel;1993;9926.0
Ukraine;Ferro-manganese;1993;216000.0
Ukraine;Ferro-nickel;1993;60000.0
Ukraine;Ferro-silico-manganese;1993;800000.0
Ukraine;Other ferro-alloys;1993;30000.0
Ukraine;Silicon metal;1993;1300.0
United Kingdom;Ferro-manganese;1993;45100.0
Albania;Ferro-chrome;1994;33764.0
Bosnia & Herzegovina;Ferro-silicon;1994;1000.0
Brazil;Ferro-nickel;1994;34157.0
Brazil;Ferro-silico-chrome;1994;7735.0
Bulgaria;Ferro-silicon;1994;8000.0
Bulgaria;Other ferro-alloys;1994;2000.0
Chile;Ferro-silico-manganese;1994;997.0
China;Ferro-manganese;1994;917000.0
China;Other ferro-alloys;1994;320000.0
Croatia;Ferro-manganese;1994;562.0
Croatia;Ferro-silico-manganese;1994;22071.0
France;Silicon metal;1994;66208.0
Germany;Ferro-manganese;1994;10000.0
India;Ferro-manganese;1994;203000.0
Italy;Ferro-manganese;1994;45085.0
Italy;Silicon metal;1994;10000.0
Norway;Ferro-silicon;1994;452984.0
Philippines;Ferro-manganese;1994;5000.0
Poland;Ferro-chrome;1994;8700.0
Poland;Ferro-silicon;1994;54200.0
Romania;Ferro-silicon;1994;28385.0
South Africa;Ferro-silico-manganese;1994;290355.0
Spain;Ferro-silicon;1994;29100.0
USA;Ferro-silicon;1994;359000.0
Australia;Ferro-manganese;1995;91600.0
Australia;Ferro-silico-manganese;1995;104400.0
Belgium;Ferro-silico-manganese;1995;7100.0
Brazil;Ferro-phosphorus;1995;695.0
Brazil;Ferro-silicon;1995;243824.0
Canada;Silicon metal;1995;30000.0
Chile;Ferro-manganese;1995;7987.0
Chile;Ferro-molybdenum;1995;3241.0
Croatia;Ferro-chrome;1995;26081.0
France;Other ferro-alloys;1995;55000.0
Germany;Silicon metal;1995;21130.0
Greece;Ferro-nickel;1995;68620.0
India;Ferro-chrome;1995;352000.0
India;Ferro-manganese;1995;180000.0
India;Ferro-silico-chrome;1995;880.0
Iran;Ferro-chrome;1995;11910.0
Japan;Ferro-manganese;1995;346977.0
Japan;Ferro-molybdenum;1995;4109.0
Mexico;Ferro-manganese;1995;57961.0
Poland;Ferro-chrome;1995;18300.0
Poland;Ferro-silico-manganese;1995;20500.0
Poland;Ferro-silicon;1995;70400.0
Russia;Ferro-chrome;1995;291058.0
Serbia and Montenegro;Ferro-nickel;1995;2414.0
South Africa;Ferro-manganese;1995;507173.0
South Africa;Ferro-silico-manganese;1995;277625.0
South Africa;Silicon metal;1995;30082.0
Spain;Ferro-manganese;1995;10759.0
Taiwan;Ferro-silicon;1995;288.0
Ukraine;Ferro-silicon;1995;321200.0
Austria;Ferro-nickel;1996;3900.0
Austria;Ferro-vanadium;1996;5600.0
Bosnia & Herzegovina;Silicon metal;1996;200.0
Brazil;Ferro-silico-chrome;1996;4622.0
Brazil;Ferro-silicon;1996;236838.0
Brazil;Silicon metal;1996;150054.0
China;Ferro-manganese;1996;1150000.0
China;Ferro-silico-manganese;1996;840000.0
China;Other ferro-alloys;1996;342000.0
Croatia;Ferro-chrome;1996;10559.0
Egypt;Ferro-silicon;1996;17430.0
India;Ferro-vanadium;1996;168.0
Italy;Ferro-silicon;1996;11741.0
Japan;Ferro-chrome;1996;200365.0
Japan;Ferro-molybdenum;1996;4420.0
Kazakhstan;Ferro-silico-manganese;1996;60175.0
Korea (Rep. of);Other ferro-alloys;1996;4687.0
Mexico;Ferro-manganese;1996;69341.0
New Caledonia;Ferro-nickel;1996;150375.0
North Macedonia;Silicon metal;1996;1000.0
Norway;Ferro-chrome;1996;108900.0
Norway;Ferro-silico-manganese;1996;174273.0
Poland;Ferro-manganese;1996;59900.0
Russia;Other ferro-alloys;1996;40000.0
Russia;Silicon metal;1996;40000.0
Russia;Spiegeleisen;1996;7000.0
Slovakia;Ferro-chrome;1996;19900.0
Slovenia;Ferro-silicon;1996;10000.0
Spain;Ferro-chrome;1996;805.0
Spain;Ferro-manganese;1996;15701.0
Spain;Ferro-silicon;1996;35890.0
Ukraine;Spiegeleisen;1996;800.0
Venezuela;Ferro-silico-manganese;1996;53034.0
Argentina;Ferro-silicon;1997;19265.0
Argentina;Other ferro-alloys;1997;20400.0
Australia;Ferro-manganese;1997;103565.0
Belgium;Ferro-molybdenum;1997;8300.0
Belgium;Ferro-vanadium;1997;2400.0
Brazil;Ferro-nickel;1997;32015.0
Brazil;Ferro-silicon;1997;212183.0
Canada;Ferro-silicon;1997;80000.0
Chile;Ferro-chrome;1997;2000.0
Croatia;Ferro-chrome;1997;24231.0
Egypt;Other ferro-alloys;1997;26220.0
Finland;Ferro-chrome & ferro-silico-chrome;1997;236652.0
France;Ferro-silico-manganese;1997;63000.0
France;Ferro-silicon;1997;109000.0
France;Silicon metal;1997;72286.0
India;Ferro-manganese;1997;161000.0
India;Ferro-silico-chrome;1997;311.0
India;Ferro-silicon;1997;80000.0
Italy;Silicon metal;1997;12619.0
Japan;Ferro-nickel;1997;352840.0
Japan;Ferro-silicon;1997;3426.0
Kazakhstan;Ferro-chrome;1997;605125.0
Mexico;Ferro-manganese;1997;69977.0
North Macedonia;Silicon metal;1997;1000.0
Norway;Ferro-silicon;1997;342137.0
Poland;Other ferro-alloys;1997;8500.0
Serbia and Montenegro;Ferro-nickel;1997;6209.0
Spain;Silicon metal;1997;19220.0
Zimbabwe;Ferro-chrome;1997;233386.0
Belgium;Ferro-vanadium;1998;1756.0
Bhutan;Ferro-silicon;1998;18000.0
Brazil;Ferro-niobium;1998;30973.0
Brazil;Silicon metal;1998;126744.0
China;Ferro-chrome;1998;423825.0
China;Ferro-molybdenum;1998;2199.0
China;Ferro-silicon;1998;1276600.0
China;Other ferro-alloys;1998;735000.0
Colombia;Ferro-nickel;1998;65400.0
France;Silicon metal;1998;70082.0
India;Ferro-molybdenum;1998;662.0
India;Ferro-silico-magnesium;1998;1717.0
India;Ferro-silico-manganese;1998;193000.0
Italy;Ferro-silicon;1998;19909.0
Japan;Ferro-molybdenum;1998;3443.0
Kazakhstan;Ferro-chrome;1998;542050.0
Korea (Rep. of);Ferro-manganese;1998;158418.0
Norway;Silicon metal;1998;132309.0
Poland;Other ferro-alloys;1998;13300.0
Romania;Ferro-chrome;1998;873.0
Romania;Ferro-silicon;1998;5553.0
Russia;Ferro-nickel;1998;30000.0
Russia;Ferro-silico-chrome;1998;106000.0
Russia;Silicon metal;1998;40000.0
Slovakia;Other ferro-alloys;1998;54672.0
Spain;Ferro-chrome;1998;1145.0
Spain;Ferro-silicon;1998;39115.0
Ukraine;Ferro-silicon;1998;222511.0
Zimbabwe;Ferro-silico-chrome;1998;21385.0
Australia;Ferro-manganese;1999;106006.0
Brazil;Ferro-silico-manganese;1999;148384.0
Chile;Ferro-manganese;1999;2833.0
France;Ferro-manganese & spiegeleisen;1999;419672.0
France;Silicon metal;1999;80000.0
Georgia;Ferro-manganese;1999;6441.0
India;Ferro-chrome;1999;298807.0
India;Ferro-molybdenum;1999;1693.0
India;Ferro-silico-manganese;1999;232611.0
Indonesia;Ferro-silico-manganese;1999;7000.0
Iran;Ferro-chrome;1999;12485.0
Italy;Ferro-manganese;1999;19000.0
Italy;Ferro-silico-manganese;1999;112358.0
Mexico;Ferro-manganese;1999;79567.0
North Macedonia;Ferro-alloys;1999;78009.0
Norway;Ferro-chrome;1999;159714.0
Poland;Ferro-silicon;1999;62481.0
Poland;Other ferro-alloys;1999;2700.0
South Africa;Ferro-manganese;1999;527106.0
South Africa;Ferro-silico-manganese;1999;307545.0
South Africa;Silicon metal;1999;35797.0
USA;Ferro-silicon;1999;325000.0
Argentina;Ferro-silicon;2000;2500.0
Argentina;Other ferro-alloys;2000;16900.0
Brazil;Ferro-nickel;2000;19315.0
Brazil;Ferro-silico-chrome;2000;7790.0
Brazil;Ferro-silico-magnesium;2000;9658.0
Canada;Ferro-silicon;2000;56000.0
Chile;Ferro-silico-manganese;2000;1802.0
Croatia;Ferro-chrome;2000;15753.0
Czech Republic;Ferro-vanadium;2000;2500.0
Georgia;Ferro-silico-manganese;2000;20458.0
Germany;Other ferro-alloys;2000;30000.0
Italy;Ferro-manganese;2000;40000.0
Japan;Ferro-manganese;2000;337694.0
Japan;Ferro-nickel;2000;367181.0
Japan;Ferro-silico-manganese;2000;72092.0
Kazakhstan;Ferro-chrome;2000;799762.0
Korea (Rep. of);Ferro-manganese;2000;146373.0
North Macedonia;Ferro-silicon;2000;41170.0
Norway;Ferro-chrome;2000;153500.0
Norway;Ferro-manganese;2000;150585.0
Norway;Ferro-silicon;2000;450364.0
Norway;Other ferro-alloys;2000;54639.0
Poland;Ferro-silico-manganese;2000;18997.0
Russia;Ferro-manganese;2000;88000.0
Spain;Ferro-chrome;2000;905.0
Spain;Ferro-silico-manganese;2000;128197.0
Venezuela;Ferro-silicon;2000;86188.0
Zimbabwe;Ferro-chrome;2000;246324.0
Argentina;Ferro-silico-manganese;2001;5150.0
Brazil;Ferro-silicon;2001;159345.0
Brazil;Silicon metal;2001;112123.0
Chile;Ferro-manganese;2001;1975.0
Chile;Ferro-silicon;2001;1100.0
Colombia;Ferro-nickel;2001;89400.0
Croatia;Ferro-chrome;2001;361.0
Egypt;Ferro-silicon;2001;55000.0
France;Ferro-silico-manganese;2001;65248.0
France;Ferro-silicon;2001;100000.0
Georgia;Ferro-silico-manganese;2001;32779.0
India;Ferro-aluminium;2001;1743.0
India;Ferro-vanadium;2001;644.0
Iran;Ferro-silicon;2001;37000.0
Italy;Ferro-manganese;2001;40000.0
Kazakhstan;Ferro-chrome;2001;761901.0
Kazakhstan;Ferro-silico-manganese;2001;141776.0
Kazakhstan;Ferro-silicon;2001;145780.0
Korea (Rep. of);Ferro-manganese;2001;143525.0
Korea (Rep. of);Ferro-silico-manganese;2001;101877.0
New Caledonia;Ferro-nickel;2001;153012.0
Norway;Ferro-chrome;2001;82600.0
Romania;Ferro-manganese;2001;384.0
Russia;Spiegeleisen;2001;7000.0
South Africa;Ferro-manganese;2001;523844.0
South Africa;Ferro-silico-manganese;2001;259176.0
South Africa;Ferro-vanadium;2001;11000.0
Sweden;Ferro-silicon;2001;21197.0
Taiwan;Ferro-silicon;2001;1181.0
Turkey;Ferro-chrome;2001;50735.0
Australia;Ferro-manganese;2002;73523.0
Austria;Ferro-vanadium;2002;5500.0
Brazil;Ferro-chrome;2002;159658.0
Brazil;Silicon metal;2002;133390.0
Czech Republic;Ferro-vanadium;2002;3000.0
Egypt;Ferro-silicon;2002;55000.0
Egypt;Other ferro-alloys;2002;16679.0
France;Ferro-manganese & spiegeleisen;2002;416569.0
Germany;Other ferro-alloys;2002;30000.0
Iceland;Ferro-silicon;2002;118810.0
India;Ferro-manganese;2002;236676.0
Italy;Ferro-manganese;2002;40000.0
Italy;Ferro-silico-manganese;2002;100000.0
Mexico;Ferro-silico-manganese;2002;73263.0
New Caledonia;Ferro-nickel;2002;162973.0
Norway;Ferro-chrome;2002;61100.0
Norway;Ferro-manganese;2002;126960.0
Poland;Ferro-silico-manganese;2002;7500.0
Romania;Ferro-silico-manganese;2002;84720.0
Russia;Ferro-silicon;2002;707000.0
Russia;Silicon metal;2002;40000.0
